customer_id,age,tenure_months,customer_segment,historical_orders,historical_revenue,avg_order_value,days_since_last_purchase,website_visits,email_opens,email_clicks,previous_campaign_response,treatment_received,discount_percentage,purchase,purchase_value,discount_cost,net_revenue,true_baseline_purchase_probability,true_treatment_purchase_probability,true_ite,true_treatment_probability
184,48,21,budget,1,32.1,28.76,27,4,9,0,0,0,0.0,1,20.0,0.0,20.0,0.216197523,0.216197523,0.0,0.253350501
185,41,40,premium,6,1331.83,164.82,31,22,12,1,1,0,0.0,0,0.0,0.0,0.0,0.3617316626,0.3617316626,0.0,0.6539341622
186,53,29,vip,7,875.95,142.68,41,11,12,1,0,1,0.15,0,0.0,0.0,0.0,0.3122311069,0.4372112819,0.1249801751,0.5340842564
187,38,63,standard,5,470.82,82.65,23,3,5,2,0,0,0.0,1,118.61,0.0,118.61,0.3476549507,0.3476549507,0.0,0.4235318087
188,23,54,budget,4,201.81,44.97,6,9,5,1,0,0,0.0,0,0.0,0.0,0.0,0.163661763,0.163661763,0.0,0.3194246167
189,21,25,standard,7,307.92,49.37,20,6,7,1,0,0,0.0,0,0.0,0.0,0.0,0.1126737372,0.1126737372,0.0,0.3511021048
190,54,55,premium,10,998.44,109.4,28,12,8,0,1,1,0.2,1,140.68,28.14,112.54,0.5719675042,0.8467740794,0.2748065752,0.67156989
191,55,16,premium,6,804.54,101.96,7,7,6,0,1,0,0.0,0,0.0,0.0,0.0,0.4188265978,0.4188265978,0.0,0.6274898694
192,34,51,standard,4,185.7,51.5,32,8,10,1,0,1,0.05,1,78.02,3.9,74.12,0.1873871756,0.2203638077,0.0329766321,0.307425718
193,32,45,budget,1,115.89,101.72,29,8,5,0,0,0,0.0,1,113.19,0.0,113.19,0.1324516846,0.1324516846,0.0,0.2216403434
194,52,27,budget,2,113.97,68.83,29,5,4,1,0,0,0.0,0,0.0,0.0,0.0,0.1460857153,0.1460857153,0.0,0.2101931119
195,24,57,standard,2,97.39,50.76,85,8,8,4,1,0,0.0,1,21.9,0.0,21.9,0.0647376111,0.0647376111,0.0,0.1619282731
196,26,5,premium,4,489.6,130.07,28,9,11,1,0,0,0.0,0,0.0,0.0,0.0,0.1016132296,0.1016132296,0.0,0.3856042379
197,43,8,standard,6,252.79,41.04,28,7,7,1,0,0,0.0,0,0.0,0.0,0.0,0.1625356637,0.1625356637,0.0,0.3446175582
198,32,52,standard,4,192.14,42.54,38,7,8,0,0,0,0.0,0,0.0,0.0,0.0,0.134678451,0.134678451,0.0,0.26055999
199,36,29,standard,4,324.9,93.31,29,8,9,0,0,1,0.05,1,67.53,3.38,64.15,0.0652682544,0.0827989587,0.0175307043,0.2166056736
200,34,32,vip,11,1240.57,102.05,96,17,9,3,0,0,0.0,0,0.0,0.0,0.0,0.0971208092,0.0971208092,0.0,0.3984641033
201,40,99,standard,3,150.06,52.61,31,14,7,2,0,0,0.0,0,0.0,0.0,0.0,0.2018972357,0.2018972357,0.0,0.2376032786
202,51,82,standard,5,515.54,89.08,62,6,7,2,0,0,0.0,0,0.0,0.0,0.0,0.3248140799,0.3248140799,0.0,0.3083633033
203,37,30,premium,6,592.08,91.0,16,7,12,1,0,0,0.0,0,0.0,0.0,0.0,0.2121465,0.2121465,0.0,0.4590665327
204,43,21,premium,1,86.54,96.33,60,10,12,2,0,0,0.0,0,0.0,0.0,0.0,0.1433015773,0.1433015773,0.0,0.2548450333
205,18,39,standard,5,537.22,100.49,25,7,3,1,0,0,0.0,0,0.0,0.0,0.0,0.1178761679,0.1178761679,0.0,0.3650811653
206,35,26,premium,5,293.21,60.84,43,13,9,0,1,0,0.0,0,0.0,0.0,0.0,0.0979544628,0.0979544628,0.0,0.3194883809
207,27,34,premium,5,1418.7,261.13,7,12,15,1,1,1,0.1,0,0.0,0.0,0.0,0.2779391651,0.3750535462,0.0971143811,0.6762576849
208,23,31,premium,7,755.16,104.58,11,10,2,0,1,1,0.2,1,106.52,21.3,85.22,0.3072604471,0.6337427483,0.3264823011,0.6523447966
209,26,35,budget,4,338.32,74.21,76,4,7,2,0,0,0.0,0,0.0,0.0,0.0,0.034333833,0.034333833,0.0,0.1221125315
210,32,22,premium,6,574.31,109.77,28,9,7,0,1,0,0.0,0,0.0,0.0,0.0,0.185588378,0.185588378,0.0,0.4876968994
211,46,34,vip,10,1665.16,155.2,16,14,13,3,1,0,0.0,0,0.0,0.0,0.0,0.4849268576,0.4849268576,0.0,0.7870528862
212,21,37,premium,6,2244.85,319.08,16,6,7,1,1,1,0.2,1,357.24,71.45,285.79,0.4709481094,0.738563395,0.2676152855,0.8383467365
213,36,75,standard,4,387.75,86.43,32,4,6,2,1,0,0.0,0,0.0,0.0,0.0,0.1104716149,0.1104716149,0.0,0.2356188207
214,31,33,budget,3,321.4,101.13,57,3,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0606328596,0.0606328596,0.0,0.1612537922
215,32,16,standard,5,153.04,33.18,38,14,13,2,0,1,0.15,0,0.0,0.0,0.0,0.134501123,0.2696758092,0.1351746862,0.3200285154
216,47,25,standard,3,499.23,167.53,39,11,7,0,1,0,0.0,0,0.0,0.0,0.0,0.1495846727,0.1495846727,0.0,0.3244454399
217,42,56,standard,5,261.97,68.29,21,9,9,0,0,0,0.0,0,0.0,0.0,0.0,0.167671443,0.167671443,0.0,0.2870116413
218,51,46,standard,3,360.9,107.61,12,8,4,1,0,0,0.0,1,143.23,0.0,143.23,0.302382676,0.302382676,0.0,0.3815242184
219,34,7,standard,5,433.73,73.02,30,8,7,0,1,0,0.0,0,0.0,0.0,0.0,0.1570602574,0.1570602574,0.0,0.4139655394
220,28,17,standard,5,438.65,84.97,6,9,10,2,0,0,0.0,1,107.45,0.0,107.45,0.1767561365,0.1767561365,0.0,0.437748505
221,34,11,standard,4,238.39,52.3,14,6,8,3,1,1,0.1,0,0.0,0.0,0.0,0.1022509981,0.184001674,0.0817506759,0.3253204811
222,39,19,premium,7,1323.45,175.78,44,12,14,4,1,1,0.15,0,0.0,0.0,0.0,0.2474227513,0.37782526,0.1304025087,0.5984950301
223,38,27,vip,7,1290.55,217.26,72,14,12,4,0,0,0.0,1,189.5,0.0,189.5,0.2732998867,0.2732998867,0.0,0.583372196
224,24,26,premium,8,765.64,110.05,28,11,9,0,0,0,0.0,0,0.0,0.0,0.0,0.192717593,0.192717593,0.0,0.5222194005
225,37,64,premium,5,142.67,32.05,20,11,7,1,0,1,0.1,0,0.0,0.0,0.0,0.3683693167,0.475921911,0.1075525943,0.4573596439
226,39,89,standard,6,644.19,99.14,53,6,9,1,1,0,0.0,1,124.42,0.0,124.42,0.2382487533,0.2382487533,0.0,0.3329254539
227,64,29,standard,4,752.24,183.7,70,7,7,1,0,1,0.1,0,0.0,0.0,0.0,0.1935433557,0.2410960138,0.047552658,0.2765193112
228,57,19,standard,6,499.92,86.48,19,11,4,0,0,1,0.15,1,107.78,16.17,91.61,0.2988658062,0.4471259792,0.148260173,0.4371044379
229,27,21,standard,8,583.46,70.62,41,8,9,1,0,1,0.1,0,0.0,0.0,0.0,0.1606379562,0.233201911,0.0725639548,0.4087102565
230,33,45,premium,2,220.67,104.78,8,17,11,0,1,0,0.0,1,96.82,0.0,96.82,0.3457812981,0.3457812981,0.0,0.5226704606
231,20,6,standard,6,604.05,111.7,86,9,12,0,0,0,0.0,0,0.0,0.0,0.0,0.0455350633,0.0455350633,0.0,0.2317822925
232,30,40,vip,13,1180.56,102.66,2,12,8,2,1,1,0.2,1,113.78,22.76,91.02,0.4133874599,0.7267893913,0.3134019314,0.7668481303
233,39,27,standard,4,470.09,129.95,75,8,7,1,0,0,0.0,0,0.0,0.0,0.0,0.0732932816,0.0732932816,0.0,0.2009896912
234,49,39,premium,7,757.64,104.52,51,12,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1639186828,0.1639186828,0.0,0.3568922231
235,28,11,vip,6,1144.19,200.91,28,12,15,0,0,0,0.0,0,0.0,0.0,0.0,0.2474208605,0.2474208605,0.0,0.647612148
236,29,29,standard,5,179.76,33.53,17,15,12,1,0,1,0.2,0,0.0,0.0,0.0,0.2253356725,0.4955911322,0.2702554597,0.4203218027
237,18,23,premium,8,575.28,49.43,49,10,10,0,0,0,0.0,0,0.0,0.0,0.0,0.112190423,0.112190423,0.0,0.4078337155
238,34,52,budget,7,307.97,54.08,23,5,12,0,1,0,0.0,1,87.92,0.0,87.92,0.0912943192,0.0912943192,0.0,0.232314729
239,24,7,vip,3,512.02,179.77,41,13,13,3,1,0,0.0,0,0.0,0.0,0.0,0.0879777676,0.0879777676,0.0,0.4158468483
240,30,17,premium,3,349.37,97.57,79,6,9,2,0,0,0.0,0,0.0,0.0,0.0,0.0410608256,0.0410608256,0.0,0.1785746222
241,26,18,standard,2,77.54,37.9,6,3,11,0,0,0,0.0,1,31.14,0.0,31.14,0.1533408029,0.1533408029,0.0,0.3353018834
242,35,21,standard,4,271.14,73.84,64,8,7,2,1,0,0.0,1,62.76,0.0,62.76,0.0622529479,0.0622529479,0.0,0.2116134386
243,18,16,vip,6,1034.52,136.33,31,8,8,0,1,0,0.0,0,0.0,0.0,0.0,0.2252842878,0.2252842878,0.0,0.6640895994
244,20,85,standard,7,863.81,102.6,3,6,5,0,1,0,0.0,0,0.0,0.0,0.0,0.2794546028,0.2794546028,0.0,0.5272038899
245,59,28,standard,3,330.8,93.35,84,5,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0453330761,0.0453330761,0.0,0.1055354031
246,22,43,standard,2,181.96,99.29,2,11,8,3,1,0,0.0,0,0.0,0.0,0.0,0.1807059979,0.1807059979,0.0,0.4013759003
247,24,82,budget,4,213.39,56.42,10,3,3,0,1,0,0.0,0,0.0,0.0,0.0,0.1595733163,0.1595733163,0.0,0.2807495057
248,56,38,vip,8,666.86,85.89,46,11,14,1,1,1,0.2,1,63.82,12.76,51.06,0.3811378398,0.6030728642,0.2219350244,0.550909274
249,68,36,standard,3,153.65,60.59,2,9,7,1,0,0,0.0,0,0.0,0.0,0.0,0.4714722919,0.4714722919,0.0,0.4234047818
250,23,42,standard,3,154.42,55.62,98,8,9,0,0,0,0.0,1,35.34,0.0,35.34,0.030696904,0.030696904,0.0,0.1107408126
251,32,46,premium,9,691.66,69.98,18,10,9,0,0,1,0.15,1,137.34,20.6,116.74,0.3031704231,0.4620990867,0.1589286635,0.5494564992
252,40,23,standard,5,539.48,111.23,53,9,9,0,1,1,0.1,0,0.0,0.0,0.0,0.0986455338,0.1543190696,0.0556735358,0.2887308973
253,55,8,budget,2,232.61,109.33,99,7,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0421882516,0.0421882516,0.0,0.0936324053
254,25,22,premium,8,1374.34,195.94,38,12,9,3,1,0,0.0,0,0.0,0.0,0.0,0.2749609128,0.2749609128,0.0,0.678020649
255,33,54,standard,3,186.58,59.67,13,4,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1896601459,0.1896601459,0.0,0.3157196132
256,45,98,standard,10,868.51,87.56,87,10,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1336035421,0.1336035421,0.0,0.2136129462
257,41,58,budget,4,276.77,68.2,60,2,3,2,0,0,0.0,0,0.0,0.0,0.0,0.0940125834,0.0940125834,0.0,0.1536272278
258,32,38,premium,3,206.35,85.02,28,8,9,1,0,1,0.2,0,0.0,0.0,0.0,0.1326716687,0.3159324785,0.1832608098,0.3140392331
259,35,49,budget,2,112.8,52.14,56,4,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0668232508,0.0668232508,0.0,0.1369349373
260,21,38,budget,3,127.8,44.39,54,2,5,2,0,0,0.0,0,0.0,0.0,0.0,0.0581801869,0.0581801869,0.0,0.1581661685
261,33,9,budget,3,244.71,113.74,20,9,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0808050693,0.0808050693,0.0,0.2426316943
262,33,14,standard,4,219.91,59.01,14,5,6,1,1,1,0.1,0,0.0,0.0,0.0,0.0916662785,0.1688028397,0.0771365612,0.3061352579
263,39,64,budget,3,89.81,42.96,19,4,3,1,1,0,0.0,1,40.99,0.0,40.99,0.1709453385,0.1709453385,0.0,0.2493487021
264,30,29,standard,4,428.93,86.32,22,6,3,0,0,0,0.0,0,0.0,0.0,0.0,0.1088852648,0.1088852648,0.0,0.3133554612
265,41,31,premium,2,122.6,67.7,22,12,10,1,0,0,0.0,0,0.0,0.0,0.0,0.1708376323,0.1708376323,0.0,0.327576485
266,47,22,standard,4,200.02,51.32,9,9,4,0,0,0,0.0,0,0.0,0.0,0.0,0.2536256161,0.2536256161,0.0,0.3950485668
267,38,31,standard,6,693.03,101.45,23,11,7,0,0,1,0.05,1,143.6,7.18,136.42,0.2616745663,0.29891875,0.0372441838,0.4731087125
268,40,44,budget,4,651.99,165.11,42,6,3,0,0,1,0.1,0,0.0,0.0,0.0,0.1521113525,0.2073153331,0.0552039806,0.2807713202
269,37,42,premium,7,1206.98,128.1,46,14,5,1,1,0,0.0,0,0.0,0.0,0.0,0.2397863068,0.2397863068,0.0,0.5552684742
270,36,37,premium,5,871.43,215.96,3,13,10,1,1,1,0.2,1,194.58,38.92,155.66,0.4030799142,0.7342149541,0.3311350399,0.6621452848
271,28,31,premium,3,277.48,84.94,9,9,14,0,0,0,0.0,0,0.0,0.0,0.0,0.1997368061,0.1997368061,0.0,0.4313308056
272,39,23,standard,3,133.88,39.53,12,6,8,2,1,0,0.0,0,0.0,0.0,0.0,0.1772064353,0.1772064353,0.0,0.3557622021
273,35,18,premium,3,320.16,121.52,63,6,5,1,0,0,0.0,1,120.63,0.0,120.63,0.1079482636,0.1079482636,0.0,0.2824532808
274,59,45,budget,4,354.84,103.49,27,4,2,0,0,1,0.05,0,0.0,0.0,0.0,0.2033098317,0.2275814763,0.0242716446,0.2472322446
275,53,20,standard,4,325.34,79.66,62,8,3,1,0,0,0.0,1,93.4,0.0,93.4,0.1328759223,0.1328759223,0.0,0.2420449683
276,40,57,budget,0,0.0,54.86,67,4,6,2,0,0,0.0,0,0.0,0.0,0.0,0.0696953121,0.0696953121,0.0,0.0953826564
277,28,31,budget,4,789.4,200.8,36,9,9,2,0,1,0.05,0,0.0,0.0,0.0,0.1227641177,0.1485907528,0.0258266351,0.3258824686
278,24,45,budget,6,331.4,47.38,7,8,4,0,0,1,0.05,0,0.0,0.0,0.0,0.1678967771,0.2039924216,0.0360956445,0.3575945387
279,49,45,premium,11,2082.82,169.49,74,10,8,0,0,1,0.2,0,0.0,0.0,0.0,0.3365848453,0.4541709389,0.1175860937,0.6251671868
280,39,38,premium,10,1601.58,130.19,41,11,8,0,1,0,0.0,0,0.0,0.0,0.0,0.2200820262,0.2200820262,0.0,0.5965693919
281,41,41,standard,4,235.92,77.05,33,12,12,1,1,0,0.0,0,0.0,0.0,0.0,0.2208281504,0.2208281504,0.0,0.3620813618
282,18,13,standard,1,63.88,79.11,43,5,7,1,0,1,0.15,0,0.0,0.0,0.0,0.0497070361,0.1514736649,0.1017666289,0.1919912941
283,46,69,premium,8,1085.69,96.75,39,6,12,2,0,1,0.15,0,0.0,0.0,0.0,0.3934242219,0.5064929318,0.1130687099,0.5263387691
284,41,92,standard,8,696.12,114.51,16,4,8,0,0,1,0.1,0,0.0,0.0,0.0,0.4535659357,0.5385181254,0.0849521897,0.4778518832
285,24,28,premium,4,536.32,141.25,16,10,12,1,0,0,0.0,0,0.0,0.0,0.0,0.1426058655,0.1426058655,0.0,0.4281175705
286,31,30,budget,4,259.55,66.84,65,4,3,1,0,0,0.0,0,0.0,0.0,0.0,0.0460288788,0.0460288788,0.0,0.1419714912
287,39,40,standard,6,755.37,124.96,90,5,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0577649445,0.0577649445,0.0,0.1805986865
288,37,29,standard,4,191.96,64.5,32,10,13,2,0,0,0.0,0,0.0,0.0,0.0,0.1275234072,0.1275234072,0.0,0.2782335212
289,33,33,standard,5,508.39,103.64,27,3,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1459399755,0.1459399755,0.0,0.3348180498
290,35,28,standard,1,57.47,64.74,45,5,5,3,1,0,0.0,0,0.0,0.0,0.0,0.0618566222,0.0618566222,0.0,0.1766788189
291,33,17,standard,7,633.12,76.52,13,7,8,2,1,1,0.1,1,58.5,5.85,52.65,0.1869434981,0.281566188,0.0946226899,0.4813615321
292,38,35,premium,6,521.9,78.52,32,5,12,1,0,0,0.0,0,0.0,0.0,0.0,0.1653095736,0.1653095736,0.0,0.3722505704
293,52,20,standard,4,638.87,149.43,19,9,8,0,1,0,0.0,1,126.19,0.0,126.19,0.3265843351,0.3265843351,0.0,0.4964537781
294,18,35,standard,3,122.37,39.42,27,5,3,2,0,1,0.1,0,0.0,0.0,0.0,0.0720922829,0.1359799155,0.0638876326,0.2433424366
295,33,15,premium,8,973.33,153.63,40,7,8,4,0,1,0.15,0,0.0,0.0,0.0,0.1824168557,0.2978541084,0.1154372528,0.5036121965
296,38,10,premium,7,1388.1,236.63,100,16,10,1,0,0,0.0,0,0.0,0.0,0.0,0.139167243,0.139167243,0.0,0.4394211613
297,39,60,standard,3,222.71,91.51,68,5,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0830466652,0.0830466652,0.0,0.1570220821
298,32,73,premium,9,1085.39,125.26,6,8,8,2,0,1,0.2,1,109.75,21.95,87.8,0.4873673589,0.7486275079,0.2612601491,0.6682857978
299,18,14,premium,5,356.38,74.22,82,11,5,2,1,0,0.0,1,108.03,0.0,108.03,0.0908585973,0.0908585973,0.0,0.3484272286
300,40,11,budget,3,481.57,142.69,12,6,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1127734165,0.1127734165,0.0,0.2901681436
301,55,62,premium,8,639.26,84.07,12,8,3,1,1,1,0.15,0,0.0,0.0,0.0,0.4317723442,0.6055245278,0.1737521836,0.5485810189
302,19,76,premium,5,511.9,106.11,12,6,7,0,0,0,0.0,0,0.0,0.0,0.0,0.1929864821,0.1929864821,0.0,0.418756689
303,46,120,standard,7,983.18,125.14,6,12,7,0,0,1,0.15,1,116.24,17.44,98.8,0.6913562102,0.8728469772,0.181490767,0.6159178394
304,32,20,premium,5,419.52,94.64,39,8,10,1,0,1,0.1,1,104.03,10.4,93.63,0.1551060062,0.2276593871,0.0725533809,0.3907311043
305,35,16,standard,6,1135.96,150.91,23,7,10,0,0,1,0.1,0,0.0,0.0,0.0,0.1778948787,0.2406768499,0.0627819712,0.4832706571
306,24,22,standard,4,197.3,42.93,71,12,6,1,0,0,0.0,1,20.0,0.0,20.0,0.0671492916,0.0671492916,0.0,0.2196264213
307,32,91,vip,17,3744.72,253.17,33,6,7,0,1,1,0.2,1,201.38,40.28,161.1,0.8906317902,0.999,0.1083682098,0.9656199207
308,50,3,standard,3,90.73,42.87,13,8,5,1,1,1,0.2,0,0.0,0.0,0.0,0.2126368489,0.4974811345,0.2848442856,0.3831821223
309,42,38,budget,5,231.87,42.0,11,8,4,1,0,1,0.1,0,0.0,0.0,0.0,0.3224979353,0.4303067026,0.1078087673,0.4024771339
310,55,50,standard,6,524.63,102.0,97,4,8,0,0,0,0.0,0,0.0,0.0,0.0,0.1109601228,0.1109601228,0.0,0.1698290395
311,49,57,vip,8,990.05,103.07,69,13,10,0,1,0,0.0,1,106.92,0.0,106.92,0.2505393994,0.2505393994,0.0,0.4753899631
312,41,33,premium,3,435.63,135.35,49,3,3,2,1,0,0.0,0,0.0,0.0,0.0,0.1604954051,0.1604954051,0.0,0.3420857189
313,55,47,standard,3,427.64,143.57,62,11,13,1,1,0,0.0,0,0.0,0.0,0.0,0.1052122336,0.1052122336,0.0,0.1990711785
314,41,17,standard,3,91.53,32.43,11,11,7,3,0,0,0.0,1,25.93,0.0,25.93,0.1720935275,0.1720935275,0.0,0.335468957
315,45,17,standard,3,333.44,117.56,18,9,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1688827594,0.1688827594,0.0,0.3351777609
316,33,5,budget,1,71.29,44.6,22,5,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0772777941,0.0772777941,0.0,0.2061563816
317,37,21,standard,4,216.43,58.91,30,11,7,0,0,0,0.0,0,0.0,0.0,0.0,0.0977324849,0.0977324849,0.0,0.2647261049
318,28,16,premium,4,297.08,89.9,40,15,13,1,0,0,0.0,0,0.0,0.0,0.0,0.1139696771,0.1139696771,0.0,0.3508031426
319,47,20,vip,5,1728.39,337.32,12,15,15,3,1,1,0.2,0,0.0,0.0,0.0,0.4591491414,0.7258487991,0.2666996577,0.7849075175
320,23,29,budget,2,101.73,55.99,43,8,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0341237717,0.0341237717,0.0,0.133007516
321,45,63,standard,4,568.39,134.74,117,3,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0370226886,0.0370226886,0.0,0.0881573797
322,34,42,standard,3,300.7,96.53,25,5,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1515160804,0.1515160804,0.0,0.3005853634
323,49,14,premium,5,341.47,84.99,39,11,16,1,1,0,0.0,0,0.0,0.0,0.0,0.2143890309,0.2143890309,0.0,0.4169639515
324,44,19,premium,2,393.83,191.36,20,8,6,0,0,0,0.0,0,0.0,0.0,0.0,0.2522506283,0.2522506283,0.0,0.4334179519
325,56,24,budget,7,2574.82,253.63,5,5,4,0,0,1,0.1,1,401.48,40.15,361.33,0.5241336012,0.5890913668,0.0649577656,0.7662925891
326,44,25,standard,7,849.74,95.52,34,12,13,1,0,1,0.05,0,0.0,0.0,0.0,0.1807379513,0.2072877365,0.0265497851,0.4036883858
327,19,89,premium,10,919.53,97.88,65,15,9,0,0,1,0.1,1,97.17,9.72,87.45,0.1884773577,0.2413467726,0.0528694148,0.4176758095
328,35,44,standard,4,626.92,154.39,43,14,7,2,1,1,0.05,1,100.33,5.02,95.31,0.297197922,0.3371964956,0.0399985736,0.4761006209
329,23,16,standard,3,305.89,101.12,14,5,5,1,1,1,0.2,0,0.0,0.0,0.0,0.1416895844,0.4054598852,0.2637703008,0.403358074
330,30,13,standard,3,344.57,80.66,46,12,13,2,0,0,0.0,0,0.0,0.0,0.0,0.094367194,0.094367194,0.0,0.2799657204
331,53,54,premium,5,233.72,38.19,31,13,15,0,0,0,0.0,0,0.0,0.0,0.0,0.4870131724,0.4870131724,0.0,0.4825402948
332,43,83,vip,9,1535.3,135.95,35,13,10,0,0,0,0.0,0,0.0,0.0,0.0,0.4826592826,0.4826592826,0.0,0.6746009894
333,28,52,standard,6,521.87,79.65,74,9,16,1,0,0,0.0,0,0.0,0.0,0.0,0.1088716208,0.1088716208,0.0,0.2526812976
334,25,41,budget,4,81.3,23.3,40,9,8,0,0,0,0.0,0,0.0,0.0,0.0,0.0718666786,0.0718666786,0.0,0.1884554535
335,36,21,standard,6,458.13,78.5,43,11,10,0,0,0,0.0,0,0.0,0.0,0.0,0.1234963893,0.1234963893,0.0,0.3185828262
336,23,51,premium,11,490.41,38.14,22,7,5,0,1,1,0.1,1,33.49,3.35,30.14,0.2445933236,0.3440629696,0.0994696461,0.5339303486
337,29,68,standard,3,266.1,83.68,11,7,6,1,1,1,0.15,1,81.54,12.23,69.31,0.2820608473,0.4712929792,0.1892321319,0.4193327427
338,39,15,standard,3,198.4,74.26,11,7,7,2,1,0,0.0,0,0.0,0.0,0.0,0.1847255809,0.1847255809,0.0,0.387489033
339,49,9,standard,5,348.98,72.77,69,9,8,0,0,0,0.0,0,0.0,0.0,0.0,0.0969952534,0.0969952534,0.0,0.2268533658
340,43,30,standard,3,464.93,130.5,26,6,6,1,0,1,0.05,0,0.0,0.0,0.0,0.1252792896,0.1483670171,0.0230877275,0.2812605091
341,18,33,vip,10,1846.43,172.34,35,26,14,3,1,1,0.2,1,177.9,35.58,142.32,0.3393861238,0.579383553,0.2399974292,0.8046136491
342,39,102,budget,6,423.35,60.7,26,5,6,3,1,0,0.0,0,0.0,0.0,0.0,0.3217168569,0.3217168569,0.0,0.336931814
343,37,38,standard,3,513.96,166.98,19,6,4,0,1,0,0.0,0,0.0,0.0,0.0,0.1491842571,0.1491842571,0.0,0.3524248343
344,41,26,standard,3,272.39,86.77,40,4,4,1,1,0,0.0,0,0.0,0.0,0.0,0.1684413958,0.1684413958,0.0,0.3211565365
345,54,66,premium,7,824.32,120.05,22,14,16,1,0,0,0.0,0,0.0,0.0,0.0,0.3822158659,0.3822158659,0.0,0.4928361759
346,18,32,standard,4,208.63,44.19,98,5,9,3,0,1,0.1,0,0.0,0.0,0.0,0.0396393193,0.077567875,0.0379285557,0.1459878778
347,29,9,standard,5,611.64,102.58,77,8,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0499513602,0.0499513602,0.0,0.22180552
348,42,49,standard,3,139.51,49.4,13,6,8,0,0,0,0.0,0,0.0,0.0,0.0,0.127422169,0.127422169,0.0,0.2399114019
349,19,68,standard,4,342.94,89.8,39,6,11,3,0,1,0.05,0,0.0,0.0,0.0,0.1572760469,0.1861143031,0.0288382562,0.3071355765
350,52,12,budget,1,154.0,133.76,36,6,6,2,0,0,0.0,0,0.0,0.0,0.0,0.076528612,0.076528612,0.0,0.1538433031
351,40,28,premium,3,158.42,53.94,15,14,16,1,1,1,0.15,0,0.0,0.0,0.0,0.2126485805,0.3958789078,0.1832303273,0.4191126875
352,45,20,standard,3,186.24,79.65,33,9,3,3,0,0,0.0,0,0.0,0.0,0.0,0.1334694627,0.1334694627,0.0,0.2728401534
353,30,25,standard,1,45.93,46.39,45,6,5,1,0,0,0.0,0,0.0,0.0,0.0,0.0826673308,0.0826673308,0.0,0.2016908022
354,45,31,standard,3,294.92,79.74,14,6,12,2,1,1,0.2,1,39.0,7.8,31.2,0.3329689995,0.6325607793,0.2995917797,0.4512680421
355,48,14,budget,3,152.7,47.77,32,14,14,5,1,0,0.0,0,0.0,0.0,0.0,0.2730520324,0.2730520324,0.0,0.3706990046
356,39,35,budget,4,323.64,71.09,63,9,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0548683607,0.0548683607,0.0,0.1471818797
357,39,34,standard,5,219.7,45.91,18,7,10,1,1,1,0.05,0,0.0,0.0,0.0,0.1306574511,0.1635488954,0.0328914443,0.3104355131
358,39,50,budget,6,320.26,33.99,62,4,5,1,0,1,0.05,0,0.0,0.0,0.0,0.0734252363,0.0885745496,0.0151493133,0.1560036317
359,27,34,premium,7,681.69,77.81,53,4,2,1,1,0,0.0,0,0.0,0.0,0.0,0.1181197432,0.1181197432,0.0,0.3934950076
360,34,43,standard,4,674.0,142.3,130,6,8,2,0,0,0.0,0,0.0,0.0,0.0,0.0355423713,0.0355423713,0.0,0.1153743784
361,34,16,standard,7,453.11,92.1,6,11,9,0,0,1,0.2,0,0.0,0.0,0.0,0.1802772342,0.4047889307,0.2245116965,0.4381338139
362,40,90,premium,6,1169.98,195.55,49,11,10,3,0,0,0.0,1,157.2,0.0,157.2,0.3162472529,0.3162472529,0.0,0.4659121402
363,47,60,standard,3,215.11,69.86,77,11,4,1,0,0,0.0,0,0.0,0.0,0.0,0.0906256894,0.0906256894,0.0,0.1521996865
364,24,27,budget,4,182.34,49.19,26,7,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1299391522,0.1299391522,0.0,0.2957138314
365,35,24,premium,2,136.4,63.75,30,12,8,3,0,0,0.0,1,78.41,0.0,78.41,0.1716438257,0.1716438257,0.0,0.3529400968
366,52,38,budget,3,285.57,110.21,60,8,5,1,0,0,0.0,0,0.0,0.0,0.0,0.0734968144,0.0734968144,0.0,0.1382078068
367,28,15,budget,4,143.07,34.57,10,8,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0631310075,0.0631310075,0.0,0.2267815492
368,27,34,budget,1,53.18,56.95,33,2,2,1,0,1,0.05,0,0.0,0.0,0.0,0.0719085928,0.096377921,0.0244693282,0.1659869626
